inventory_snapshot_id,snapshot_date,product_id,channel_id,on_hand_qty,on_order_qty,units_sold_in_week,reorder_point,is_stockout
INV-0001372,2023-09-25,APP-0001,CH-MW-01,108,0,13,33,False
INV-0001373,2023-09-25,APP-0001,CH-WE-01,99,0,7,33,False
INV-0001374,2023-09-25,APP-0001,CH-ON-01,47,0,21,33,False
INV-0001375,2023-09-25,APP-0001,CH-WS-01,116,0,0,33,False
INV-0001376,2023-09-25,APP-0002,CH-NE-01,88,0,12,23,False
INV-0001377,2023-09-25,APP-0002,CH-MW-01,102,0,3,23,False
INV-0001378,2023-09-25,APP-0002,CH-WE-01,99,0,6,23,False
INV-0001379,2023-09-25,APP-0002,CH-ON-01,70,0,1,23,False
INV-0001380,2023-09-25,APP-0002,CH-WS-01,134,0,3,23,False
INV-0001381,2023-09-25,APP-0003,CH-NE-01,32,0,10,15,False
INV-0001382,2023-09-25,APP-0003,CH-MW-01,8,67,11,15,False
INV-0001383,2023-09-25,APP-0003,CH-WE-01,27,0,5,15,False
INV-0001384,2023-09-25,APP-0003,CH-ON-01,33,0,9,15,False
INV-0001385,2023-09-25,APP-0003,CH-WS-01,58,0,4,15,False
INV-0001386,2023-09-25,APP-0005,CH-NE-01,51,0,13,36,False
INV-0001387,2023-09-25,APP-0005,CH-MW-01,109,0,7,36,False
INV-0001388,2023-09-25,APP-0005,CH-WE-01,56,0,19,36,False
INV-0001389,2023-09-25,APP-0005,CH-ON-01,44,0,2,36,False
INV-0001390,2023-09-25,APP-0005,CH-WS-01,166,0,1,36,False
INV-0001391,2023-09-25,APP-0007,CH-NE-01,70,0,5,28,False
INV-0001392,2023-09-25,APP-0007,CH-MW-01,57,0,7,28,False
INV-0001393,2023-09-25,APP-0007,CH-WE-01,26,80,5,28,False
INV-0001394,2023-09-25,APP-0007,CH-ON-01,101,0,16,28,False
INV-0001395,2023-09-25,APP-0007,CH-WS-01,77,0,0,28,False
INV-0001396,2023-09-25,APP-0010,CH-NE-01,98,0,14,34,False
INV-0001397,2023-09-25,APP-0010,CH-MW-01,84,0,3,34,False
INV-0001398,2023-09-25,APP-0010,CH-WE-01,102,0,6,34,False
INV-0001399,2023-09-25,APP-0010,CH-ON-01,46,0,16,34,False
INV-0001400,2023-09-25,APP-0010,CH-WS-01,58,0,2,34,False
INV-0001401,2023-09-25,APP-0011,CH-NE-01,123,0,4,44,False
INV-0001402,2023-09-25,APP-0011,CH-MW-01,108,0,1,44,False
INV-0001403,2023-09-25,APP-0011,CH-WE-01,87,0,7,44,False
INV-0001404,2023-09-25,APP-0011,CH-ON-01,116,0,19,44,False
INV-0001405,2023-09-25,APP-0011,CH-WS-01,124,0,2,44,False
INV-0001406,2023-09-25,FTW-0015,CH-NE-01,72,0,7,40,False
INV-0001407,2023-09-25,FTW-0015,CH-MW-01,84,0,11,40,False
INV-0001408,2023-09-25,FTW-0015,CH-WE-01,40,67,8,40,False
INV-0001409,2023-09-25,FTW-0015,CH-ON-01,62,0,14,40,False
INV-0001410,2023-09-25,FTW-0015,CH-WS-01,53,0,3,40,False
INV-0001411,2023-09-25,ACC-0021,CH-NE-01,80,0,5,36,False
INV-0001412,2023-09-25,ACC-0021,CH-MW-01,150,0,1,36,False
INV-0001413,2023-09-25,ACC-0021,CH-WE-01,107,0,12,36,False
INV-0001414,2023-09-25,ACC-0021,CH-ON-01,141,0,3,36,False
INV-0001415,2023-09-25,ACC-0021,CH-WS-01,68,0,4,36,False
INV-0001416,2023-09-25,ACC-0024,CH-NE-01,42,0,7,16,False
INV-0001417,2023-09-25,ACC-0024,CH-MW-01,75,0,12,16,False
INV-0001418,2023-09-25,ACC-0024,CH-WE-01,27,0,8,16,False
INV-0001419,2023-09-25,ACC-0024,CH-ON-01,112,0,17,16,False
INV-0001420,2023-09-25,ACC-0024,CH-WS-01,122,0,1,16,False
INV-0001421,2023-09-25,HOM-0025,CH-NE-01,87,0,6,40,False
INV-0001422,2023-09-25,HOM-0025,CH-MW-01,91,0,7,40,False
INV-0001423,2023-09-25,HOM-0025,CH-WE-01,101,0,14,40,False
INV-0001424,2023-09-25,HOM-0025,CH-ON-01,95,0,7,40,False
INV-0001425,2023-09-25,HOM-0025,CH-WS-01,55,0,5,40,False
INV-0001426,2023-09-25,HOM-0026,CH-NE-01,51,0,16,26,False
INV-0001427,2023-09-25,HOM-0026,CH-MW-01,34,0,11,26,False
INV-0001428,2023-09-25,HOM-0026,CH-WE-01,45,0,12,26,False
INV-0001429,2023-09-25,HOM-0026,CH-ON-01,17,36,11,26,False
INV-0001430,2023-09-25,HOM-0026,CH-WS-01,33,0,0,26,False
INV-0001431,2023-09-25,HOM-0027,CH-NE-01,92,0,7,43,False
INV-0001432,2023-09-25,HOM-0027,CH-MW-01,57,0,3,43,False
INV-0001433,2023-09-25,HOM-0027,CH-WE-01,82,0,9,43,False
INV-0001434,2023-09-25,HOM-0027,CH-ON-01,43,67,8,43,False
INV-0001435,2023-09-25,HOM-0027,CH-WS-01,69,0,5,43,False
INV-0001436,2023-09-25,HOM-0029,CH-NE-01,37,107,5,39,False
INV-0001437,2023-09-25,HOM-0029,CH-MW-01,112,0,5,39,False
INV-0001438,2023-09-25,HOM-0029,CH-WE-01,38,95,9,39,False
INV-0001439,2023-09-25,HOM-0029,CH-ON-01,90,0,3,39,False
INV-0001440,2023-09-25,HOM-0029,CH-WS-01,59,0,3,39,False
INV-0001441,2023-09-25,HOM-0031,CH-NE-01,61,0,8,25,False
INV-0001442,2023-09-25,HOM-0031,CH-MW-01,28,0,8,25,False
INV-0001443,2023-09-25,HOM-0031,CH-WE-01,66,0,14,25,False
INV-0001444,2023-09-25,HOM-0031,CH-ON-01,13,73,17,25,False
INV-0001445,2023-09-25,HOM-0031,CH-WS-01,53,0,1,25,False
INV-0001446,2023-09-25,HOM-0032,CH-NE-01,54,0,10,28,False
INV-0001447,2023-09-25,HOM-0032,CH-MW-01,71,0,13,28,False
INV-0001448,2023-09-25,HOM-0032,CH-WE-01,26,54,15,28,False
INV-0001449,2023-09-25,HOM-0032,CH-ON-01,9,55,20,28,False
INV-0001450,2023-09-25,HOM-0032,CH-WS-01,72,0,3,28,False
INV-0001451,2023-10-02,APP-0001,CH-NE-01,85,0,8,33,False
INV-0001452,2023-10-02,APP-0001,CH-MW-01,93,0,15,33,False
INV-0001453,2023-10-02,APP-0001,CH-WE-01,98,0,1,33,False
INV-0001454,2023-10-02,APP-0001,CH-ON-01,31,118,16,33,False
INV-0001455,2023-10-02,APP-0001,CH-WS-01,114,0,2,33,False
INV-0001456,2023-10-02,APP-0002,CH-NE-01,80,0,8,23,False
INV-0001457,2023-10-02,APP-0002,CH-MW-01,92,0,10,23,False
INV-0001458,2023-10-02,APP-0002,CH-WE-01,86,0,13,23,False
INV-0001459,2023-10-02,APP-0002,CH-ON-01,62,0,8,23,False
INV-0001460,2023-10-02,APP-0002,CH-WS-01,133,0,1,23,False
INV-0001461,2023-10-02,APP-0003,CH-NE-01,22,0,10,15,False
INV-0001462,2023-10-02,APP-0003,CH-MW-01,68,0,7,15,False
INV-0001463,2023-10-02,APP-0003,CH-WE-01,11,66,16,15,False
INV-0001464,2023-10-02,APP-0003,CH-ON-01,27,0,6,15,False
INV-0001465,2023-10-02,APP-0003,CH-WS-01,53,0,5,15,False
INV-0001466,2023-10-02,APP-0005,CH-NE-01,45,0,6,36,False
INV-0001467,2023-10-02,APP-0005,CH-MW-01,98,0,11,36,False
INV-0001468,2023-10-02,APP-0005,CH-WE-01,53,0,3,36,False
INV-0001469,2023-10-02,APP-0005,CH-ON-01,35,144,9,36,False
INV-0001470,2023-10-02,APP-0005,CH-WS-01,165,0,1,36,False
INV-0001471,2023-10-02,APP-0007,CH-NE-01,60,0,10,28,False
INV-0001472,2023-10-02,APP-0007,CH-MW-01,46,0,11,28,False
INV-0001473,2023-10-02,APP-0007,CH-WE-01,96,0,10,28,False
INV-0001474,2023-10-02,APP-0007,CH-ON-01,97,0,4,28,False
INV-0001475,2023-10-02,APP-0007,CH-WS-01,71,0,6,28,False
INV-0001476,2023-10-02,APP-0010,CH-NE-01,90,0,8,34,False
INV-0001477,2023-10-02,APP-0010,CH-MW-01,72,0,12,34,False
INV-0001478,2023-10-02,APP-0010,CH-WE-01,92,0,10,34,False
INV-0001479,2023-10-02,APP-0010,CH-ON-01,36,0,10,34,False
INV-0001480,2023-10-02,APP-0010,CH-WS-01,58,0,0,34,False
INV-0001481,2023-10-02,APP-0011,CH-NE-01,104,0,19,44,False
INV-0001482,2023-10-02,APP-0011,CH-MW-01,102,0,6,44,False
INV-0001483,2023-10-02,APP-0011,CH-WE-01,63,0,24,44,False
INV-0001484,2023-10-02,APP-0011,CH-ON-01,97,0,19,44,False
INV-0001485,2023-10-02,APP-0011,CH-WS-01,121,0,3,44,False
INV-0001486,2023-10-02,FTW-0015,CH-NE-01,66,0,6,40,False
INV-0001487,2023-10-02,FTW-0015,CH-MW-01,81,0,3,40,False
INV-0001488,2023-10-02,FTW-0015,CH-WE-01,101,0,6,40,False
INV-0001489,2023-10-02,FTW-0015,CH-ON-01,46,0,16,40,False
INV-0001490,2023-10-02,FTW-0015,CH-WS-01,47,0,6,40,False
INV-0001491,2023-10-02,ACC-0021,CH-NE-01,56,0,24,36,False
INV-0001492,2023-10-02,ACC-0021,CH-MW-01,146,0,4,36,False
INV-0001493,2023-10-02,ACC-0021,CH-WE-01,97,0,10,36,False
INV-0001494,2023-10-02,ACC-0021,CH-ON-01,138,0,3,36,False
INV-0001495,2023-10-02,ACC-0021,CH-WS-01,68,0,0,36,False
INV-0001496,2023-10-02,ACC-0024,CH-NE-01,27,0,15,16,False
INV-0001497,2023-10-02,ACC-0024,CH-MW-01,64,0,11,16,False
INV-0001498,2023-10-02,ACC-0024,CH-WE-01,18,0,9,16,False
INV-0001499,2023-10-02,ACC-0024,CH-ON-01,95,0,17,16,False
INV-0001500,2023-10-02,ACC-0024,CH-WS-01,121,0,1,16,False
INV-0001501,2023-10-02,HOM-0025,CH-NE-01,78,0,9,40,False
INV-0001502,2023-10-02,HOM-0025,CH-MW-01,86,0,5,40,False
INV-0001503,2023-10-02,HOM-0025,CH-WE-01,88,0,13,40,False
INV-0001504,2023-10-02,HOM-0025,CH-ON-01,89,0,6,40,False
INV-0001505,2023-10-02,HOM-0025,CH-WS-01,55,0,0,40,False
INV-0001506,2023-10-02,HOM-0026,CH-NE-01,38,0,13,26,False
INV-0001507,2023-10-02,HOM-0026,CH-MW-01,23,56,11,26,False
INV-0001508,2023-10-02,HOM-0026,CH-WE-01,34,0,11,26,False
INV-0001509,2023-10-02,HOM-0026,CH-ON-01,41,0,12,26,False
INV-0001510,2023-10-02,HOM-0026,CH-WS-01,31,0,2,26,False
INV-0001511,2023-10-02,HOM-0027,CH-NE-01,87,0,5,43,False
INV-0001512,2023-10-02,HOM-0027,CH-MW-01,51,0,6,43,False
INV-0001513,2023-10-02,HOM-0027,CH-WE-01,78,0,4,43,False
INV-0001514,2023-10-02,HOM-0027,CH-ON-01,105,0,5,43,False
INV-0001515,2023-10-02,HOM-0027,CH-WS-01,69,0,0,43,False
INV-0001516,2023-10-02,HOM-0029,CH-NE-01,131,0,13,39,False
INV-0001517,2023-10-02,HOM-0029,CH-MW-01,105,0,7,39,False
INV-0001518,2023-10-02,HOM-0029,CH-WE-01,120,0,13,39,False
INV-0001519,2023-10-02,HOM-0029,CH-ON-01,79,0,11,39,False
INV-0001520,2023-10-02,HOM-0029,CH-WS-01,53,0,6,39,False
INV-0001521,2023-10-02,HOM-0031,CH-NE-01,52,0,9,25,False
INV-0001522,2023-10-02,HOM-0031,CH-MW-01,15,68,13,25,False
INV-0001523,2023-10-02,HOM-0031,CH-WE-01,51,0,15,25,False
INV-0001524,2023-10-02,HOM-0031,CH-ON-01,79,0,7,25,False
INV-0001525,2023-10-02,HOM-0031,CH-WS-01,53,0,0,25,False
INV-0001526,2023-10-02,HOM-0032,CH-NE-01,44,0,10,28,False
INV-0001527,2023-10-02,HOM-0032,CH-MW-01,62,0,9,28,False
INV-0001528,2023-10-02,HOM-0032,CH-WE-01,62,0,18,28,False
INV-0001529,2023-10-02,HOM-0032,CH-ON-01,54,0,10,28,False
INV-0001530,2023-10-02,HOM-0032,CH-WS-01,72,0,0,28,False
INV-0001531,2023-10-09,APP-0001,CH-NE-01,77,0,8,33,False
INV-0001532,2023-10-09,APP-0001,CH-MW-01,75,0,18,33,False
INV-0001533,2023-10-09,APP-0001,CH-WE-01,96,0,2,33,False
INV-0001534,2023-10-09,APP-0001,CH-ON-01,140,0,9,33,False
INV-0001535,2023-10-09,APP-0001,CH-WS-01,112,0,2,33,False
INV-0001536,2023-10-09,APP-0002,CH-NE-01,68,0,12,23,False
INV-0001537,2023-10-09,APP-0002,CH-MW-01,82,0,10,23,False
INV-0001538,2023-10-09,APP-0002,CH-WE-01,76,0,10,23,False
INV-0001539,2023-10-09,APP-0002,CH-ON-01,54,0,8,23,False
INV-0001540,2023-10-09,APP-0002,CH-WS-01,133,0,0,23,False
INV-0001541,2023-10-09,APP-0003,CH-NE-01,14,49,8,15,False
INV-0001542,2023-10-09,APP-0003,CH-MW-01,65,0,3,15,False
INV-0001543,2023-10-09,APP-0003,CH-WE-01,75,0,2,15,False
INV-0001544,2023-10-09,APP-0003,CH-ON-01,12,42,15,15,False
INV-0001545,2023-10-09,APP-0003,CH-WS-01,53,0,0,15,False
INV-0001546,2023-10-09,APP-0005,CH-NE-01,34,97,11,36,False
INV-0001547,2023-10-09,APP-0005,CH-MW-01,96,0,2,36,False
INV-0001548,2023-10-09,APP-0005,CH-WE-01,36,85,17,36,False
INV-0001549,2023-10-09,APP-0005,CH-ON-01,158,0,21,36,False
INV-0001550,2023-10-09,APP-0005,CH-WS-01,165,0,0,36,False
INV-0001551,2023-10-09,APP-0007,CH-NE-01,54,0,6,28,False
INV-0001552,2023-10-09,APP-0007,CH-MW-01,37,0,9,28,False
INV-0001553,2023-10-09,APP-0007,CH-WE-01,87,0,9,28,False
INV-0001554,2023-10-09,APP-0007,CH-ON-01,87,0,10,28,False
INV-0001555,2023-10-09,APP-0007,CH-WS-01,62,0,9,28,False
INV-0001556,2023-10-09,APP-0010,CH-NE-01,78,0,12,34,False
INV-0001557,2023-10-09,APP-0010,CH-MW-01,67,0,5,34,False
INV-0001558,2023-10-09,APP-0010,CH-WE-01,81,0,11,34,False
INV-0001559,2023-10-09,APP-0010,CH-ON-01,29,101,7,34,False
INV-0001560,2023-10-09,APP-0010,CH-WS-01,50,0,8,34,False
INV-0001561,2023-10-09,APP-0011,CH-NE-01,90,0,14,44,False
INV-0001562,2023-10-09,APP-0011,CH-MW-01,91,0,11,44,False
INV-0001563,2023-10-09,APP-0011,CH-WE-01,52,0,11,44,False
INV-0001564,2023-10-09,APP-0011,CH-ON-01,90,0,7,44,False
INV-0001565,2023-10-09,APP-0011,CH-WS-01,121,0,0,44,False
INV-0001566,2023-10-09,FTW-0015,CH-NE-01,56,0,10,40,False
INV-0001567,2023-10-09,FTW-0015,CH-MW-01,79,0,2,40,False
INV-0001568,2023-10-09,FTW-0015,CH-WE-01,80,0,21,40,False
INV-0001569,2023-10-09,FTW-0015,CH-ON-01,43,0,3,40,False
INV-0001570,2023-10-09,FTW-0015,CH-WS-01,44,0,3,40,False
INV-0001571,2023-10-09,ACC-0021,CH-NE-01,44,0,12,36,False
INV-0001572,2023-10-09,ACC-0021,CH-MW-01,142,0,4,36,False
INV-0001573,2023-10-09,ACC-0021,CH-WE-01,82,0,15,36,False
INV-0001574,2023-10-09,ACC-0021,CH-ON-01,119,0,19,36,False
INV-0001575,2023-10-09,ACC-0021,CH-WS-01,61,0,7,36,False
INV-0001576,2023-10-09,ACC-0024,CH-NE-01,25,0,2,16,False
INV-0001577,2023-10-09,ACC-0024,CH-MW-01,57,0,7,16,False
INV-0001578,2023-10-09,ACC-0024,CH-WE-01,8,104,10,16,False
INV-0001579,2023-10-09,ACC-0024,CH-ON-01,90,0,5,16,False
INV-0001580,2023-10-09,ACC-0024,CH-WS-01,121,0,0,16,False
INV-0001581,2023-10-09,HOM-0025,CH-NE-01,68,0,10,40,False
INV-0001582,2023-10-09,HOM-0025,CH-MW-01,80,0,6,40,False
INV-0001583,2023-10-09,HOM-0025,CH-WE-01,85,0,3,40,False
INV-0001584,2023-10-09,HOM-0025,CH-ON-01,80,0,9,40,False
INV-0001585,2023-10-09,HOM-0025,CH-WS-01,50,0,5,40,False
INV-0001586,2023-10-09,HOM-0026,CH-NE-01,36,0,2,26,False
INV-0001587,2023-10-09,HOM-0026,CH-MW-01,74,0,5,26,False
INV-0001588,2023-10-09,HOM-0026,CH-WE-01,27,0,7,26,False
INV-0001589,2023-10-09,HOM-0026,CH-ON-01,26,56,15,26,False
INV-0001590,2023-10-09,HOM-0026,CH-WS-01,27,0,4,26,False
INV-0001591,2023-10-09,HOM-0027,CH-NE-01,81,0,6,43,False
INV-0001592,2023-10-09,HOM-0027,CH-MW-01,49,0,2,43,False
INV-0001593,2023-10-09,HOM-0027,CH-WE-01,59,0,19,43,False
INV-0001594,2023-10-09,HOM-0027,CH-ON-01,93,0,12,43,False
INV-0001595,2023-10-09,HOM-0027,CH-WS-01,66,0,3,43,False
INV-0001596,2023-10-09,HOM-0029,CH-NE-01,131,0,0,39,False
INV-0001597,2023-10-09,HOM-0029,CH-MW-01,94,0,11,39,False
INV-0001598,2023-10-09,HOM-0029,CH-WE-01,110,0,10,39,False
INV-0001599,2023-10-09,HOM-0029,CH-ON-01,61,0,18,39,False
INV-0001600,2023-10-09,HOM-0029,CH-WS-01,41,0,12,39,False
INV-0001601,2023-10-09,HOM-0031,CH-NE-01,38,0,14,25,False
INV-0001602,2023-10-09,HOM-0031,CH-MW-01,76,0,7,25,False
INV-0001603,2023-10-09,HOM-0031,CH-WE-01,42,0,9,25,False
INV-0001604,2023-10-09,HOM-0031,CH-ON-01,74,0,5,25,False
INV-0001605,2023-10-09,HOM-0031,CH-WS-01,49,0,4,25,False
INV-0001606,2023-10-09,HOM-0032,CH-NE-01,40,0,4,28,False
INV-0001607,2023-10-09,HOM-0032,CH-MW-01,54,0,8,28,False
INV-0001608,2023-10-09,HOM-0032,CH-WE-01,54,0,8,28,False
INV-0001609,2023-10-09,HOM-0032,CH-ON-01,51,0,3,28,False
INV-0001610,2023-10-09,HOM-0032,CH-WS-01,69,0,3,28,False
INV-0001611,2023-10-16,APP-0001,CH-NE-01,69,0,8,33,False
INV-0001612,2023-10-16,APP-0001,CH-MW-01,71,0,4,33,False
INV-0001613,2023-10-16,APP-0001,CH-WE-01,78,0,18,33,False
INV-0001614,2023-10-16,APP-0001,CH-ON-01,132,0,8,33,False
INV-0001615,2023-10-16,APP-0001,CH-WS-01,108,0,4,33,False
INV-0001616,2023-10-16,APP-0002,CH-NE-01,57,0,11,23,False
INV-0001617,2023-10-16,APP-0002,CH-MW-01,72,0,10,23,False
INV-0001618,2023-10-16,APP-0002,CH-WE-01,57,0,19,23,False
INV-0001619,2023-10-16,APP-0002,CH-ON-01,46,0,8,23,False
INV-0001620,2023-10-16,APP-0002,CH-WS-01,133,0,0,23,False
INV-0001621,2023-10-16,APP-0003,CH-NE-01,55,0,8,15,False
INV-0001622,2023-10-16,APP-0003,CH-MW-01,60,0,5,15,False
INV-0001623,2023-10-16,APP-0003,CH-WE-01,64,0,11,15,False
INV-0001624,2023-10-16,APP-0003,CH-ON-01,44,0,10,15,False
INV-0001625,2023-10-16,APP-0003,CH-WS-01,51,0,2,15,False
INV-0001626,2023-10-16,APP-0005,CH-NE-01,121,0,10,36,False
INV-0001627,2023-10-16,APP-0005,CH-MW-01,95,0,1,36,False
INV-0001628,2023-10-16,APP-0005,CH-WE-01,118,0,3,36,False
INV-0001629,2023-10-16,APP-0005,CH-ON-01,137,0,21,36,False
INV-0001630,2023-10-16,APP-0005,CH-WS-01,158,0,7,36,False
INV-0001631,2023-10-16,APP-0007,CH-NE-01,33,0,21,28,False
INV-0001632,2023-10-16,APP-0007,CH-MW-01,26,84,11,28,False
INV-0001633,2023-10-16,APP-0007,CH-WE-01,81,0,6,28,False
INV-0001634,2023-10-16,APP-0007,CH-ON-01,79,0,8,28,False
INV-0001635,2023-10-16,APP-0007,CH-WS-01,59,0,3,28,False
INV-0001636,2023-10-16,APP-0010,CH-NE-01,71,0,7,34,False
INV-0001637,2023-10-16,APP-0010,CH-MW-01,57,0,10,34,False
INV-0001638,2023-10-16,APP-0010,CH-WE-01,66,0,15,34,False
INV-0001639,2023-10-16,APP-0010,CH-ON-01,117,0,13,34,False
INV-0001640,2023-10-16,APP-0010,CH-WS-01,50,0,0,34,False
INV-0001641,2023-10-16,APP-0011,CH-NE-01,74,0,16,44,False
INV-0001642,2023-10-16,APP-0011,CH-MW-01,78,0,13,44,False
INV-0001643,2023-10-16,APP-0011,CH-WE-01,42,113,10,44,False
INV-0001644,2023-10-16,APP-0011,CH-ON-01,79,0,11,44,False
INV-0001645,2023-10-16,APP-0011,CH-WS-01,117,0,4,44,False
INV-0001646,2023-10-16,FTW-0015,CH-NE-01,46,0,10,40,False
INV-0001647,2023-10-16,FTW-0015,CH-MW-01,65,0,14,40,False
INV-0001648,2023-10-16,FTW-0015,CH-WE-01,65,0,15,40,False
INV-0001649,2023-10-16,FTW-0015,CH-ON-01,37,72,6,40,False
INV-0001650,2023-10-16,FTW-0015,CH-WS-01,42,0,2,40,False
INV-0001651,2023-10-16,ACC-0021,CH-NE-01,32,94,12,36,False
INV-0001652,2023-10-16,ACC-0021,CH-MW-01,139,0,3,36,False
INV-0001653,2023-10-16,ACC-0021,CH-WE-01,69,0,13,36,False
INV-0001654,2023-10-16,ACC-0021,CH-ON-01,113,0,6,36,False
INV-0001655,2023-10-16,ACC-0021,CH-WS-01,55,0,6,36,False
INV-0001656,2023-10-16,ACC-0024,CH-NE-01,15,125,10,16,False
INV-0001657,2023-10-16,ACC-0024,CH-MW-01,52,0,5,16,False
INV-0001658,2023-10-16,ACC-0024,CH-WE-01,102,0,10,16,False
INV-0001659,2023-10-16,ACC-0024,CH-ON-01,80,0,10,16,False
INV-0001660,2023-10-16,ACC-0024,CH-WS-01,121,0,0,16,False
INV-0001661,2023-10-16,HOM-0025,CH-NE-01,49,0,19,40,False
INV-0001662,2023-10-16,HOM-0025,CH-MW-01,76,0,4,40,False
INV-0001663,2023-10-16,HOM-0025,CH-WE-01,72,0,13,40,False
INV-0001664,2023-10-16,HOM-0025,CH-ON-01,71,0,9,40,False
INV-0001665,2023-10-16,HOM-0025,CH-WS-01,47,0,3,40,False
INV-0001666,2023-10-16,HOM-0026,CH-NE-01,33,0,3,26,False
INV-0001667,2023-10-16,HOM-0026,CH-MW-01,67,0,7,26,False
INV-0001668,2023-10-16,HOM-0026,CH-WE-01,13,58,14,26,False
INV-0001669,2023-10-16,HOM-0026,CH-ON-01,70,0,12,26,False
INV-0001670,2023-10-16,HOM-0026,CH-WS-01,26,42,1,26,False
INV-0001671,2023-10-16,HOM-0027,CH-NE-01,69,0,12,43,False
INV-0001672,2023-10-16,HOM-0027,CH-MW-01,43,59,6,43,False
INV-0001673,2023-10-16,HOM-0027,CH-WE-01,55,0,4,43,False
INV-0001674,2023-10-16,HOM-0027,CH-ON-01,89,0,4,43,False
INV-0001675,2023-10-16,HOM-0027,CH-WS-01,64,0,2,43,False
INV-0001676,2023-10-16,HOM-0029,CH-NE-01,124,0,7,39,False
INV-0001677,2023-10-16,HOM-0029,CH-MW-01,88,0,6,39,False
INV-0001678,2023-10-16,HOM-0029,CH-WE-01,99,0,11,39,False
INV-0001679,2023-10-16,HOM-0029,CH-ON-01,43,0,18,39,False
INV-0001680,2023-10-16,HOM-0029,CH-WS-01,39,70,2,39,False
INV-0001681,2023-10-16,HOM-0031,CH-NE-01,34,0,4,25,False
INV-0001682,2023-10-16,HOM-0031,CH-MW-01,73,0,3,25,False
INV-0001683,2023-10-16,HOM-0031,CH-WE-01,34,0,8,25,False
INV-0001684,2023-10-16,HOM-0031,CH-ON-01,60,0,14,25,False
INV-0001685,2023-10-16,HOM-0031,CH-WS-01,47,0,2,25,False
INV-0001686,2023-10-16,HOM-0032,CH-NE-01,31,0,9,28,False
INV-0001687,2023-10-16,HOM-0032,CH-MW-01,47,0,7,28,False
INV-0001688,2023-10-16,HOM-0032,CH-WE-01,48,0,6,28,False
INV-0001689,2023-10-16,HOM-0032,CH-ON-01,33,0,18,28,False
INV-0001690,2023-10-16,HOM-0032,CH-WS-01,67,0,2,28,False
INV-0001691,2023-10-23,APP-0001,CH-NE-01,55,0,14,33,False
INV-0001692,2023-10-23,APP-0001,CH-MW-01,63,0,8,33,False
INV-0001693,2023-10-23,APP-0001,CH-WE-01,57,0,21,33,False
INV-0001694,2023-10-23,APP-0001,CH-ON-01,116,0,16,33,False
INV-0001695,2023-10-23,APP-0001,CH-WS-01,108,0,0,33,False
INV-0001696,2023-10-23,APP-0002,CH-NE-01,51,0,6,23,False
INV-0001697,2023-10-23,APP-0002,CH-MW-01,70,0,2,23,False
INV-0001698,2023-10-23,APP-0002,CH-WE-01,51,0,6,23,False
INV-0001699,2023-10-23,APP-0002,CH-ON-01,40,0,6,23,False
INV-0001700,2023-10-23,APP-0002,CH-WS-01,132,0,1,23,False
INV-0001701,2023-10-23,APP-0003,CH-NE-01,43,0,12,15,False
INV-0001702,2023-10-23,APP-0003,CH-MW-01,48,0,12,15,False
INV-0001703,2023-10-23,APP-0003,CH-WE-01,55,0,9,15,False
INV-0001704,2023-10-23,APP-0003,CH-ON-01,35,0,9,15,False
INV-0001705,2023-10-23,APP-0003,CH-WS-01,49,0,2,15,False
INV-0001706,2023-10-23,APP-0005,CH-NE-01,115,0,6,36,False
INV-0001707,2023-10-23,APP-0005,CH-MW-01,86,0,9,36,False
INV-0001708,2023-10-23,APP-0005,CH-WE-01,100,0,18,36,False
INV-0001709,2023-10-23,APP-0005,CH-ON-01,122,0,15,36,False
INV-0001710,2023-10-23,APP-0005,CH-WS-01,156,0,2,36,False
INV-0001711,2023-10-23,APP-0007,CH-NE-01,23,71,10,28,False
INV-0001712,2023-10-23,APP-0007,CH-MW-01,102,0,8,28,False
INV-0001713,2023-10-23,APP-0007,CH-WE-01,73,0,8,28,False
INV-0001714,2023-10-23,APP-0007,CH-ON-01,63,0,16,28,False
INV-0001715,2023-10-23,APP-0007,CH-WS-01,58,0,1,28,False
INV-0001716,2023-10-23,APP-0010,CH-NE-01,60,0,11,34,False
INV-0001717,2023-10-23,APP-0010,CH-MW-01,48,0,9,34,False
INV-0001718,2023-10-23,APP-0010,CH-WE-01,58,0,8,34,False
INV-0001719,2023-10-23,APP-0010,CH-ON-01,106,0,11,34,False
INV-0001720,2023-10-23,APP-0010,CH-WS-01,50,0,0,34,False
INV-0001721,2023-10-23,APP-0011,CH-NE-01,59,0,15,44,False
INV-0001722,2023-10-23,APP-0011,CH-MW-01,73,0,5,44,False
INV-0001723,2023-10-23,APP-0011,CH-WE-01,139,0,16,44,False
INV-0001724,2023-10-23,APP-0011,CH-ON-01,76,0,3,44,False
INV-0001725,2023-10-23,APP-0011,CH-WS-01,117,0,0,44,False
INV-0001726,2023-10-23,FTW-0015,CH-NE-01,36,50,10,40,False
INV-0001727,2023-10-23,FTW-0015,CH-MW-01,59,0,6,40,False
INV-0001728,2023-10-23,FTW-0015,CH-WE-01,61,0,4,40,False
INV-0001729,2023-10-23,FTW-0015,CH-ON-01,97,0,12,40,False
INV-0001730,2023-10-23,FTW-0015,CH-WS-01,42,0,0,40,False
INV-0001731,2023-10-23,ACC-0021,CH-NE-01,117,0,9,36,False
INV-0001732,2023-10-23,ACC-0021,CH-MW-01,136,0,3,36,False
